000000,000001,000001,000001,000001,000001,000001,000001,000001,000001,000001,000002
001000,000006,000006,000006,000006,000006,005003,005003,005003,005003,005003,001002
001000,005003,005003,005003,005003,005003,005003,005003,005003,005003,001005,001002
001000,005003,005003,005003,005003,005003,005003,005003,005003,005003,005003,001002
001000,005003,005003,005003,005003,005003,005003,005003,005003,005003,005003,001002
001000,005003,005003,005003,005003,005003,005003,005003,005003,005003,005003,001002
001000,005003,005003,005003,005003,005003,005003,005003,002004,005003,001005,001002
001000,005003,005003,005003,005003,005003,005003,005003,005003,005003,005003,001002
001000,005003,005003,005003,005003,005003,005003,005003,005003,005003,005003,001002
001000,005003,005003,005003,005003,005003,005003,005003,005003,005003,005003,001002
001000,005003,005003,005003,005003,005003,005003,005003,005003,005003,001005,001002
002000,005001,002001,002001,002001,002001,002001,002001,002001,002001,002001,002002
-
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,000004,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,001004,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,000004,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,001004,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,000004,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,001004,005000
005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000,005000
-
