188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188

64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,36,34
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,36,35,160
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,19,160,160
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,36,35,160,160
34,34,101,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,19,160,160,161
160,251,81,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,52,3,160,160
160,251,97,98,98,98,98,98,98,98,98,98,101,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,40,51,160
160,219,160,368,373,373,373,373,373,373,373,373,97,98,98,98,98,98,98,98,101,64,64,64,64,64,64,64,64,19,235,160
160,235,161,388,389,389,389,368,373,373,373,373,373,373,373,373,373,373,373,373,97,98,98,98,98,98,98,98,98,35,235,160
160,251,160,160,160,161,160,160,160,160,368,373,373,373,373,373,373,373,373,373,373,373,373,373,649,650,651,652,653,160,251,160
160,219,649,650,651,652,653,160,160,160,160,389,389,368,373,373,373,373,373,373,369,389,389,389,665,666,667,668,669,198,219,160
160,235,665,666,667,668,669,160,569,570,161,160,160,160,373,373,373,369,569,570,160,160,160,160,681,683,684,684,685,198,235,160
161,251,681,682,683,684,685,198,585,586,199,199,160,352,373,369,389,160,585,586,160,160,161,160,160,160,160,160,199,199,251,160
160,251,160,372,373,373,357,357,357,357,358,160,352,373,369,160,160,161,160,160,161,160,160,160,160,161,160,160,160,160,251,160
160,219,160,388,368,373,373,373,373,373,353,352,373,369,199,199,160,199,199,649,650,651,652,653,160,160,160,160,199,199,219,160
161,235,161,160,388,389,389,389,368,373,373,373,373,374,160,160,160,160,160,665,666,667,668,669,160,569,570,160,569,570,235,160
160,251,160,216,265,265,265,160,160,160,368,373,373,374,199,199,160,199,199,681,682,698,683,685,160,585,586,161,585,586,251,160
160,219,160,219,197,197,197,197,197,160,160,368,373,353,160,160,160,160,160,160,160,352,369,160,160,160,160,160,160,160,219,160
160,235,160,219,197,197,197,197,197,160,160,372,373,373,353,160,161,569,570,161,372,373,374,160,197,197,197,197,197,160,235,160
161,251,160,219,197,197,197,197,197,219,160,160,368,373,373,353,160,585,586,160,352,373,374,160,197,197,197,197,197,161,251,160
160,219,160,219,197,197,197,197,197,219,160,160,160,368,373,373,353,160,160,352,373,373,374,160,197,197,197,197,197,160,219,160
160,235,160,219,197,197,197,197,197,219,160,198,198,160,368,373,373,373,373,373,373,369,390,161,197,197,197,197,197,160,235,160
161,251,160,248,265,265,265,265,265,250,160,160,160,160,160,368,373,373,373,369,160,160,160,161,197,197,197,197,197,160,251,160
160,219,161,160,649,650,651,652,653,569,570,160,569,570,160,352,373,373,369,197,197,197,197,160,197,197,197,197,197,160,219,161
160,235,160,161,665,666,667,668,669,585,586,160,585,586,372,373,373,369,198,197,197,197,197,160,197,197,197,197,197,161,235,160
160,251,160,160,681,697,683,684,685,198,198,160,198,198,352,373,369,160,160,197,197,197,197,160,197,197,197,197,197,160,251,160
161,219,160,160,160,160,368,373,373,373,373,373,353,352,373,373,160,160,160,197,197,197,197,160,197,197,197,197,197,198,219,160
160,235,569,570,160,160,160,389,389,389,368,373,373,373,373,369,160,569,570,197,197,197,197,160,197,197,197,197,197,198,235,160
160,251,585,586,160,160,160,161,160,160,161,160,368,373,373,374,160,585,586,160,160,160,160,160,160,160,160,160,160,160,251,161
