011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012,011012
